 6.37411469472779E+0003   2.22453394770016E+0002   7.76824372142047E+0000
 6.37411469472779E+0003   2.22046774376271E+0002   1.55270230344726E+0001
 6.37411469472779E+0003   2.21369624191633E+0002   2.32668850617118E+0001
 6.37411469472779E+0003   2.20422769219294E+0002   3.09783999734922E+0001
 6.37411469472779E+0003   2.19207363056186E+0002   3.86521724767616E+0001
 6.37411469472779E+0003   2.17724886487499E+0002   4.62788532617788E+0001
 6.37411469472779E+0003   2.15977145682576E+0002   5.38491503928073E+0001
 6.37411469472779E+0003   2.13966269994367E+0002   6.13538406289080E+0001
 6.37411469472779E+0003   2.11694709365147E+0002   6.87837806610370E+0001
 6.37411469472779E+0003   2.09165231341636E+0002   7.61299182517597E+0001
 6.37411469472779E+0003   2.06380917703169E+0002   8.33833032640076E+0001
 6.37411469472779E+0003   2.03345160707024E+0002   9.05350985654415E+0001
 6.37411469472779E+0003   2.00061658955479E+0002   9.75765907951362E+0001
 6.37411469472779E+0003   1.96534412889632E+0002   1.04499200979468E+0002
 6.37411469472779E+0003   1.92767719915485E+0002   1.11294494984275E+0002
 6.37411469472779E+0003   1.88766169168212E+0002   1.17954193790546E+0002
 6.37411469472779E+0003   1.84534635921006E+0002   1.24470183581135E+0002
 6.37411469472779E+0003   1.80078275645313E+0002   1.30834525626192E+0002
 6.37411469472779E+0003   1.75402517729677E+0002   1.37039465955286E+0002
 6.37411469472779E+0003   1.70513058864875E+0002   1.43077444804426E+0002
 6.37411469472779E+0003   1.65415856103368E+0002   1.48941105826462E+0002
 6.37411469472779E+0003   1.60117119601560E+0002   1.54623305053668E+0002
 6.37411469472779E+0003   1.54623305053668E+0002   1.60117119601560E+0002
 6.37411469472779E+0003   1.48941105826462E+0002   1.65415856103368E+0002
 6.37411469472779E+0003   1.43077444804426E+0002   1.70513058864875E+0002
 6.37411469472779E+0003   1.37039465955286E+0002   1.75402517729677E+0002
 6.37411469472779E+0003   1.30834525626192E+0002   1.80078275645313E+0002
 6.37411469472779E+0003   1.24470183581135E+0002   1.84534635921006E+0002
 6.37411469472779E+0003   1.17954193790546E+0002   1.88766169168212E+0002
 6.37411469472779E+0003   1.11294494984275E+0002   1.92767719915485E+0002
 6.37411469472779E+0003   1.04499200979468E+0002   1.96534412889632E+0002
 6.37411469472779E+0003   9.75765907951362E+0001   2.00061658955479E+0002
 6.37411469472779E+0003   9.05350985654415E+0001   2.03345160707024E+0002
 6.37411469472779E+0003   8.33833032640076E+0001   2.06380917703169E+0002
 6.37411469472779E+0003   7.61299182517597E+0001   2.09165231341636E+0002
 6.37411469472779E+0003   6.87837806610370E+0001   2.11694709365147E+0002
 6.37411469472779E+0003   6.13538406289080E+0001   2.13966269994367E+0002
 6.37411469472779E+0003   5.38491503928073E+0001   2.15977145682576E+0002
 6.37411469472779E+0003   4.62788532617788E+0001   2.17724886487499E+0002
 6.37411469472779E+0003   3.86521724767616E+0001   2.19207363056186E+0002
 6.37411469472779E+0003   3.09783999734922E+0001   2.20422769219294E+0002
 6.37411469472779E+0003   2.32668850617118E+0001   2.21369624191633E+0002
 6.37411469472779E+0003   1.55270230344726E+0001   2.22046774376271E+0002
 6.37411469472779E+0003   7.76824372142047E+0000   2.22453394770016E+0002
 6.37411469472779E+0003  -6.03328666238143E-0018   2.22588989968551E+0002
 6.37411469472779E+0003  -7.76824372142047E+0000   2.22453394770016E+0002
 6.37411469472779E+0003  -1.55270230344726E+0001   2.22046774376271E+0002
 6.37411469472779E+0003  -2.32668850617118E+0001   2.21369624191633E+0002
 6.37411469472779E+0003  -3.09783999734922E+0001   2.20422769219294E+0002
 6.37411469472779E+0003  -3.86521724767616E+0001   2.19207363056186E+0002
 6.37411469472779E+0003  -4.62788532617788E+0001   2.17724886487499E+0002
 6.37411469472779E+0003  -5.38491503928073E+0001   2.15977145682576E+0002
 6.37411469472779E+0003  -6.13538406289080E+0001   2.13966269994367E+0002
 6.37411469472779E+0003  -6.87837806610370E+0001   2.11694709365147E+0002
 6.37411469472779E+0003  -7.61299182517597E+0001   2.09165231341636E+0002
 6.37411469472779E+0003  -8.33833032640076E+0001   2.06380917703169E+0002
 6.37411469472779E+0003  -9.05350985654415E+0001   2.03345160707024E+0002
 6.37411469472779E+0003  -9.75765907951362E+0001   2.00061658955479E+0002
 6.37411469472779E+0003  -1.04499200979468E+0002   1.96534412889632E+0002
 6.37411469472779E+0003  -1.11294494984275E+0002   1.92767719915485E+0002
 6.37411469472779E+0003  -1.17954193790546E+0002   1.88766169168212E+0002
 6.37411469472779E+0003  -1.24470183581135E+0002   1.84534635921006E+0002
 6.37411469472779E+0003  -1.30834525626192E+0002   1.80078275645313E+0002
 6.37411469472779E+0003  -1.37039465955286E+0002   1.75402517729677E+0002
 6.37411469472779E+0003  -1.43077444804426E+0002   1.70513058864875E+0002
 6.37411469472779E+0003  -1.48941105826462E+0002   1.65415856103368E+0002
 6.37411469472779E+0003  -1.54623305053668E+0002   1.60117119601560E+0002
 6.37411469472779E+0003  -1.60117119601560E+0002   1.54623305053668E+0002
 6.37411469472779E+0003  -1.65415856103368E+0002   1.48941105826462E+0002
 6.37411469472779E+0003  -1.70513058864875E+0002   1.43077444804426E+0002
 6.37411469472779E+0003  -1.75402517729677E+0002   1.37039465955286E+0002
 6.37411469472779E+0003  -1.80078275645313E+0002   1.30834525626192E+0002
 6.37411469472779E+0003  -1.84534635921006E+0002   1.24470183581135E+0002
 6.37411469472779E+0003  -1.88766169168212E+0002   1.17954193790546E+0002
 6.37411469472779E+0003  -1.92767719915485E+0002   1.11294494984275E+0002
 6.37411469472779E+0003  -1.96534412889632E+0002   1.04499200979468E+0002
 6.37411469472779E+0003  -2.00061658955479E+0002   9.75765907951362E+0001
 6.37411469472779E+0003  -2.03345160707024E+0002   9.05350985654415E+0001
 6.37411469472779E+0003  -2.06380917703169E+0002   8.33833032640076E+0001
 6.37411469472779E+0003  -2.09165231341636E+0002   7.61299182517597E+0001
 6.37411469472779E+0003  -2.11694709365147E+0002   6.87837806610370E+0001
 6.37411469472779E+0003  -2.13966269994367E+0002   6.13538406289080E+0001
 6.37411469472779E+0003  -2.15977145682576E+0002   5.38491503928073E+0001
 6.37411469472779E+0003  -2.17724886487499E+0002   4.62788532617788E+0001
 6.37411469472779E+0003  -2.19207363056186E+0002   3.86521724767616E+0001
 6.37411469472779E+0003  -2.20422769219294E+0002   3.09783999734922E+0001
 6.37411469472779E+0003  -2.21369624191633E+0002   2.32668850617118E+0001
 6.37411469472779E+0003  -2.22046774376271E+0002   1.55270230344726E+0001
 6.37411469472779E+0003  -2.22453394770016E+0002   7.76824372142047E+0000
